age,education_level,experience_years,num_certificates,english_level,score_test,has_recommendation,city_size,hired
19,primary,1,1,intermediate,61.61910429414232,0,small,0
52,bachelor,37,1,intermediate,53.90085149764741,1,medium,0
59,bachelor,39,2,advanced,66.82353741830062,1,medium,1
51,high_school,29,1,advanced,51.29605924251581,1,medium,0
47,high_school,30,2,basic,71.30792032805878,0,medium,0
30,primary,15,1,intermediate,50.40679015380996,1,large,0
30,bachelor,12,1,intermediate,50.244465143605645,0,large,0
35,bachelor,22,3,basic,74.24652241805393,0,small,1
49,bachelor,36,1,intermediate,64.3032200023804,1,small,0
49,master,29,2,advanced,47.19399038682579,0,large,1
52,master,29,2,intermediate,50.72276500399387,0,medium,1
56,bachelor,36,0,advanced,59.407782617702026,0,large,0
46,primary,25,2,intermediate,47.855573105482975,0,medium,0
46,bachelor,29,0,intermediate,60.68097565698238,0,large,0
33,bachelor,20,1,basic,61.20884614258448,1,small,0
27,bachelor,14,1,basic,51.24402656107318,0,large,0
47,bachelor,33,0,intermediate,74.75057502274126,0,large,0
42,high_school,23,1,intermediate,49.694263261453784,1,small,0
56,master,35,1,intermediate,83.68502395192364,1,medium,1
37,high_school,15,2,intermediate,61.72273747983822,1,medium,0
22,bachelor,0,1,advanced,55.10512314125301,0,large,0
18,primary,0,2,intermediate,73.09048164990908,1,large,0
47,master,31,1,intermediate,65.51669387205628,1,medium,1
20,high_school,4,1,intermediate,76.39839045089846,0,medium,0
31,primary,12,2,basic,34.984146507335595,0,large,0
47,high_school,25,2,advanced,72.75277142509108,1,small,1
21,high_school,1,1,intermediate,57.21084436291635,1,large,0
35,high_school,18,0,basic,65.56376421736893,1,small,0
54,bachelor,36,2,advanced,63.67744976666603,1,medium,1
42,bachelor,28,2,advanced,85.19924132956507,1,large,1
18,primary,1,1,intermediate,37.09255449846886,0,medium,0
32,high_school,13,2,intermediate,89.2114178271131,0,small,0
26,master,4,1,advanced,75.59666146915414,0,large,1
32,bachelor,16,0,basic,67.28204685863288,0,medium,0
41,bachelor,19,2,intermediate,43.497125973826776,1,small,1
21,bachelor,5,1,basic,39.91898289815198,0,small,0
29,high_school,12,3,intermediate,56.58579942524891,1,small,0
54,primary,33,2,advanced,74.52654536162764,1,small,1
54,high_school,34,2,intermediate,64.9099607620272,0,medium,0
60,master,40,2,intermediate,73.67360200430858,0,medium,1
23,phd,3,1,intermediate,43.049654186648624,0,large,0
56,bachelor,40,3,advanced,65.66599509661566,0,medium,1
41,primary,24,0,intermediate,81.43072062799706,0,small,0
28,high_school,5,3,basic,86.77830155473453,0,small,0
30,high_school,7,1,intermediate,46.19049156878676,1,small,0
51,bachelor,31,3,intermediate,59.72116440137694,0,large,0
42,primary,27,0,basic,59.888044168433424,0,small,0
24,master,4,2,advanced,55.604528659068514,1,medium,1
21,high_school,2,1,intermediate,78.61654998302414,0,large,0
25,master,2,0,advanced,100.0,0,large,1
37,master,15,3,intermediate,48.294281160038494,1,small,1
46,master,33,1,basic,71.37152110792584,0,small,1
27,bachelor,7,1,basic,69.43298712749574,0,small,0
60,bachelor,40,2,advanced,69.75475370551628,1,small,1
51,bachelor,38,1,basic,84.99495854243932,0,medium,0
43,bachelor,29,1,intermediate,70.59939461319142,1,medium,1
58,bachelor,40,1,basic,32.95552960946897,0,large,0
20,phd,2,0,intermediate,43.44763117097313,1,medium,0
23,bachelor,7,4,basic,48.995887238791326,1,medium,1
22,master,7,0,basic,53.7715089538956,0,small,0
22,master,0,2,intermediate,62.906272645546146,1,large,1
40,high_school,17,0,intermediate,61.77938025052163,1,large,0
26,primary,8,1,intermediate,37.649034102112836,1,medium,0
52,bachelor,32,1,intermediate,40.86946605502762,1,small,0
37,bachelor,24,1,intermediate,33.21527325426997,0,large,0
59,master,39,3,intermediate,41.68979724792011,0,large,1
52,bachelor,29,3,intermediate,79.86746380788568,0,small,1
35,bachelor,20,2,advanced,60.943201953860346,1,medium,1
34,bachelor,21,1,intermediate,50.70944089462573,0,small,0
41,primary,20,1,intermediate,36.23636362593905,1,small,0
20,bachelor,1,1,advanced,49.80763944918335,0,small,0
49,master,35,2,advanced,74.107739913637,0,medium,1
52,high_school,29,0,intermediate,72.1349602833505,0,small,0
55,bachelor,39,2,advanced,61.21305642570559,0,medium,1
30,bachelor,9,0,basic,60.994419414436315,0,small,0
42,high_school,19,2,advanced,38.43121934248175,0,small,0
26,high_school,12,1,basic,53.359155436589305,0,large,0
21,phd,3,2,intermediate,73.33369751451954,0,medium,1
31,high_school,8,1,advanced,54.877779807769436,0,medium,0
54,high_school,33,1,basic,89.35214607284661,0,small,0
51,high_school,32,2,basic,83.08348286546638,1,large,1
28,bachelor,8,1,intermediate,58.19338369300689,0,large,0
58,bachelor,40,0,intermediate,61.019509680757615,0,medium,0
20,bachelor,2,1,basic,98.34612864657966,0,small,0
45,primary,24,2,intermediate,77.70792374195317,0,medium,0
46,master,33,3,intermediate,66.05412809558105,0,small,1
26,high_school,10,2,basic,67.78553862408529,1,small,0
20,high_school,4,0,intermediate,67.23338463425682,0,medium,0
42,bachelor,20,1,basic,64.74539609054604,0,small,0
51,high_school,34,3,intermediate,48.93533678879382,0,large,0
29,master,6,1,intermediate,58.965255642364646,0,large,0
59,master,37,4,advanced,43.459407216879846,0,small,1
26,high_school,10,4,intermediate,75.87215897424102,0,large,0
32,master,9,2,basic,63.01268319378401,0,medium,1
57,master,35,1,intermediate,76.632271497781,0,medium,1
42,master,19,2,advanced,45.88357913846697,0,medium,1
22,high_school,3,0,intermediate,86.33118895407029,1,medium,0
28,bachelor,11,1,intermediate,84.46565083283035,1,small,1
51,high_school,33,1,advanced,41.38357394510242,0,large,0
41,master,23,0,intermediate,57.41179707834959,0,small,0
32,primary,14,0,advanced,59.04006539688446,0,medium,0
55,bachelor,39,1,intermediate,43.43157554829284,0,large,0
25,high_school,6,3,basic,61.10197935290364,1,large,0
22,high_school,8,3,basic,73.37137794982287,0,medium,0
43,bachelor,26,1,intermediate,57.958567086102896,1,large,0
35,master,14,2,intermediate,39.30677137836858,0,small,1
23,bachelor,8,0,intermediate,76.58732156085179,0,large,0
54,master,40,0,basic,53.12456206090512,1,large,1
30,high_school,9,1,advanced,54.70593890842095,0,medium,0
45,bachelor,27,2,advanced,90.2193860756575,0,medium,1
22,bachelor,1,0,intermediate,70.94981381437138,1,medium,0
30,primary,7,2,intermediate,52.86410747052336,1,small,0
34,bachelor,11,2,basic,47.163531253729715,1,medium,1
57,bachelor,36,0,intermediate,79.48835841338202,0,large,0
49,bachelor,29,2,intermediate,78.45567441212347,0,medium,1
46,bachelor,24,1,intermediate,57.39903444890667,0,medium,0
20,bachelor,5,0,intermediate,46.11485021899162,1,large,0
57,primary,40,2,intermediate,70.78398919709186,0,medium,0
51,high_school,35,1,basic,73.908828302789,0,medium,0
57,bachelor,36,0,basic,59.408898629872766,1,large,0
44,high_school,27,0,advanced,48.45254903852825,1,medium,0
30,primary,10,0,basic,65.37137900205782,1,large,0
50,bachelor,31,0,basic,71.92623981027161,0,large,0
23,bachelor,3,2,intermediate,57.69351745972751,0,large,0
41,high_school,26,2,intermediate,68.92839814589152,1,small,0
36,bachelor,23,1,intermediate,70.41460543558853,1,medium,1
33,bachelor,16,1,intermediate,82.181959133547,0,medium,0
57,high_school,37,3,basic,58.68975129770317,0,medium,0
45,master,29,0,basic,47.91115938465714,0,medium,0
50,bachelor,28,0,basic,63.990204941960805,0,large,0
58,bachelor,40,1,intermediate,90.31253099977269,0,medium,0
30,bachelor,17,0,advanced,38.553138823350736,0,medium,0
60,primary,37,1,basic,30.304100438676947,0,medium,0
42,bachelor,26,3,intermediate,63.379421376509605,0,large,0
59,high_school,40,0,intermediate,59.31087044988523,0,medium,0
53,master,34,2,basic,61.874524919779205,0,large,1
44,master,29,2,intermediate,61.316391453144476,1,large,1
55,bachelor,40,2,intermediate,80.08365466812097,0,small,1
24,high_school,3,0,intermediate,64.36307369674148,1,large,0
22,high_school,7,0,advanced,77.29384100642991,1,small,1
60,high_school,40,5,intermediate,27.837445559314283,0,medium,0
48,bachelor,26,0,basic,57.064426672120646,0,large,0
40,high_school,21,0,intermediate,52.770557207840774,0,medium,0
59,bachelor,40,1,basic,30.730227922685856,0,small,0
27,high_school,5,2,intermediate,66.55094870788962,0,medium,0
49,phd,26,0,advanced,63.4953502544303,0,large,1
60,high_school,40,0,intermediate,57.99428586596991,0,medium,0
47,master,27,1,intermediate,63.110356459521306,1,large,1
56,master,37,4,basic,66.55085874788892,0,large,1
48,bachelor,28,1,basic,80.19648013166321,1,large,1
35,bachelor,17,2,basic,74.63794627978058,0,small,1
53,bachelor,40,1,advanced,69.9283209102595,1,medium,1
19,bachelor,0,1,advanced,99.60858100843983,0,medium,0
31,high_school,15,2,intermediate,54.378905903374026,0,medium,0
30,high_school,10,0,basic,44.60147962805888,0,small,0
46,bachelor,30,1,intermediate,82.61228146506427,0,small,0
29,bachelor,8,2,advanced,93.00257169345781,0,large,1
56,bachelor,40,2,advanced,55.47211810013988,0,medium,1
19,high_school,0,2,intermediate,85.66702767052615,0,small,0
49,high_school,28,2,intermediate,56.998162739164286,1,medium,0
30,primary,13,0,intermediate,73.77129523260247,0,medium,0
44,primary,23,0,basic,74.6040938781912,1,medium,0
58,high_school,40,4,intermediate,55.53420661218961,0,medium,0
34,primary,19,0,intermediate,92.70087520253489,0,medium,0
57,high_school,35,3,intermediate,94.4237393565325,0,small,0
48,master,27,2,intermediate,49.68190237076207,0,medium,1
51,primary,34,2,intermediate,68.01581369572268,1,large,0
41,bachelor,22,1,intermediate,78.71753413071454,0,medium,0
52,high_school,38,0,basic,36.76124993339819,0,large,0
23,master,6,0,advanced,65.39345919722814,1,medium,1
36,bachelor,14,3,intermediate,40.202332403446825,1,small,1
47,high_school,27,2,intermediate,75.01226379741425,0,small,0
24,bachelor,1,1,intermediate,66.28959790787647,1,medium,0
27,high_school,8,3,advanced,59.393463604902344,0,medium,0
58,bachelor,40,2,intermediate,41.496478873862515,0,small,0
49,high_school,26,0,intermediate,56.02097279112061,1,medium,0
51,phd,34,0,advanced,72.78795470802646,1,small,1
45,bachelor,28,3,advanced,64.38544818455973,1,small,1
32,high_school,15,0,intermediate,82.88796242508228,0,medium,0
47,bachelor,24,3,basic,81.91637798456493,0,large,1
54,high_school,40,3,advanced,81.27942083443594,1,small,1
46,master,25,1,advanced,56.93346976091799,0,small,1
39,bachelor,26,2,basic,69.42462939023791,1,medium,1
21,bachelor,0,3,intermediate,50.521486398002786,0,small,0
37,high_school,18,1,intermediate,46.10098378773023,0,small,0
49,master,27,2,basic,82.72780096988566,0,large,1
53,bachelor,34,3,basic,47.20213966362406,1,large,1
21,high_school,2,2,intermediate,45.59069421348654,0,large,0
44,high_school,24,1,advanced,66.57791984088409,0,small,0
34,high_school,21,0,basic,60.939861800374736,0,small,0
29,phd,12,3,advanced,62.23672570649353,0,medium,1
39,high_school,25,1,advanced,99.58481761092992,1,large,1
34,bachelor,16,1,advanced,50.08300473488128,1,medium,1
27,primary,5,1,intermediate,72.42549817128915,1,small,0
18,high_school,0,2,intermediate,66.3003883694396,0,medium,0
39,bachelor,26,0,intermediate,80.14008391886846,0,small,0
43,phd,26,2,advanced,53.21316690474505,1,large,1
35,bachelor,20,0,intermediate,61.63302745985139,1,medium,0
31,master,16,1,basic,66.7122000406983,1,medium,1
46,bachelor,25,0,basic,43.49268220654214,0,large,0
29,primary,6,1,intermediate,37.91674505989556,0,large,0
53,high_school,38,0,advanced,64.68802040974487,1,medium,0
52,bachelor,36,4,intermediate,85.06456154917535,1,medium,1
29,phd,12,0,intermediate,59.71694403352315,1,medium,1
24,master,6,1,basic,61.77373107344441,1,medium,1
46,high_school,32,0,advanced,82.26058589699028,0,medium,0
28,high_school,11,1,intermediate,62.7677611995914,0,large,0
50,high_school,37,4,advanced,76.65363459707235,1,medium,1
23,master,8,2,intermediate,100.0,0,medium,1
32,master,14,0,intermediate,56.34403549827782,1,medium,1
49,master,35,2,intermediate,62.34417918359122,0,large,1
28,high_school,7,0,basic,70.9432721584222,0,large,0
40,bachelor,19,0,basic,87.37435634382058,0,medium,0
43,bachelor,23,1,basic,63.27309834565763,0,large,0
51,high_school,37,2,intermediate,75.93903874613824,1,small,1
51,bachelor,37,2,intermediate,70.2182767327157,1,medium,1
46,primary,30,2,basic,63.91640051408629,0,large,0
21,high_school,7,0,intermediate,58.693676091665736,1,medium,0
34,master,19,0,intermediate,55.86177081426225,0,large,0
52,master,36,1,intermediate,100.0,0,small,1
30,bachelor,17,2,basic,41.88427662549615,0,medium,0
58,bachelor,40,1,intermediate,43.30565479218571,1,large,0
56,high_school,34,3,intermediate,68.67110671839619,1,small,0
32,bachelor,12,0,basic,68.04898998402187,0,medium,0
46,master,26,2,intermediate,71.39529244789193,0,medium,1
46,master,24,0,basic,51.88182473898985,1,medium,1
28,bachelor,12,1,advanced,49.602912574424074,0,medium,0
49,high_school,28,2,advanced,60.71754756297315,0,small,0
19,high_school,0,1,intermediate,78.61421358346885,1,medium,0
31,bachelor,14,2,intermediate,49.73398357334646,0,medium,0
37,high_school,14,1,intermediate,67.26687225345876,0,medium,0
39,master,21,3,intermediate,57.316106913015226,0,small,1
28,high_school,7,1,intermediate,42.13278638067163,1,medium,0
44,high_school,23,1,basic,45.77888477496356,1,large,0
20,high_school,1,1,basic,78.65521670114104,0,medium,0
34,phd,13,1,basic,55.94250564815197,0,large,0
45,high_school,25,1,intermediate,83.65713020326515,1,large,0
46,bachelor,25,1,advanced,64.44128570166492,0,large,0
38,bachelor,21,5,intermediate,44.48260659178253,0,large,0
33,primary,12,1,basic,72.15798354446672,0,small,0
54,bachelor,40,4,basic,52.97988284814286,1,medium,1
37,bachelor,17,3,intermediate,59.347321655951234,1,small,1
23,bachelor,1,0,basic,81.99086199266195,0,large,0
36,master,14,0,intermediate,45.65482168513648,0,large,0
22,high_school,7,1,basic,58.2557714938198,1,small,0
20,primary,7,1,intermediate,48.747019960328615,0,medium,0
18,master,0,2,intermediate,47.14500612343474,0,large,0
55,high_school,32,2,advanced,57.90213217573781,1,medium,1
32,bachelor,18,4,intermediate,52.136453852659876,0,medium,0
51,master,28,0,basic,60.89139465362509,1,small,1
52,high_school,31,3,intermediate,74.58260091547703,0,large,0
42,bachelor,20,1,basic,53.737092476324776,0,small,0
41,high_school,20,1,intermediate,42.977259025063525,0,medium,0
29,high_school,10,1,basic,74.62213994016128,1,large,0
35,high_school,20,1,basic,53.636319457131016,1,medium,0
32,master,10,3,intermediate,92.41653502045534,1,large,1
33,high_school,20,0,basic,58.86505791918011,0,large,0
44,bachelor,21,2,intermediate,62.96037222432935,1,small,1
25,master,12,2,intermediate,30.43861552082376,0,large,1
42,bachelor,24,2,intermediate,47.57399456296575,1,small,1
34,bachelor,13,0,intermediate,30.812891747593966,0,small,0
46,bachelor,29,1,intermediate,69.41130981564069,0,large,0
25,high_school,7,0,intermediate,63.773048726208195,0,medium,0
32,bachelor,19,4,basic,74.45184815646283,0,medium,1
44,bachelor,27,1,advanced,77.11114963926858,0,small,1
24,phd,5,1,advanced,79.42207903226584,0,medium,1
20,master,0,1,advanced,61.62439719193048,0,large,0
46,master,25,1,intermediate,66.2811917086758,0,small,0
41,master,20,2,intermediate,73.68413032068246,0,large,1
20,bachelor,3,1,intermediate,53.07907970139233,0,medium,0
37,bachelor,16,0,basic,50.929813299301394,0,medium,0
32,master,19,1,basic,88.10100859614238,1,medium,1
42,high_school,23,2,intermediate,37.907536874315326,1,medium,0
47,phd,27,6,intermediate,72.50006127984294,0,small,1
31,bachelor,11,2,basic,70.11817574813529,1,small,1
24,bachelor,7,2,intermediate,48.15019138143141,0,medium,0
34,bachelor,11,3,basic,54.98235412308631,1,large,1
37,phd,20,1,intermediate,59.64738455014695,1,large,1
53,high_school,37,2,intermediate,68.25008428645698,0,small,0
26,bachelor,5,0,basic,70.27506903830113,1,large,0
55,bachelor,34,2,basic,64.53605683730542,1,small,1
39,high_school,19,2,basic,67.8258894820247,1,large,0
19,master,1,1,basic,74.89175402565557,1,large,1
41,bachelor,24,0,intermediate,74.19894844768501,1,large,1
25,bachelor,2,1,advanced,88.01459609722383,0,medium,0
28,high_school,8,1,intermediate,80.64703603763307,0,large,0
30,bachelor,13,1,advanced,65.26686985890372,0,large,0
34,bachelor,21,4,advanced,74.61023101384193,0,medium,1
25,bachelor,3,1,intermediate,71.35734717645595,0,large,0
38,high_school,15,2,basic,67.46609870533779,1,small,0
35,phd,12,1,advanced,51.97102352079907,0,large,1
47,bachelor,33,1,intermediate,67.43383811857605,1,large,0
35,bachelor,17,2,advanced,34.02126968860999,1,medium,1
48,bachelor,29,4,intermediate,81.08487776489653,1,small,1
55,high_school,32,2,intermediate,70.25521575055116,1,small,1
49,bachelor,35,0,advanced,62.61222449664896,1,large,1
28,bachelor,7,2,intermediate,58.68922584537869,1,large,1
42,bachelor,29,2,intermediate,74.8175382581563,0,large,1
50,bachelor,33,1,intermediate,92.56271120303217,1,medium,1
55,bachelor,40,0,advanced,70.62619844948658,0,large,1
58,high_school,40,0,intermediate,93.533717835791,1,large,0
25,bachelor,7,1,intermediate,76.76531323309948,0,large,0
28,high_school,7,2,intermediate,52.918962565380525,1,small,0
39,high_school,16,1,intermediate,72.31593879796301,1,medium,0
41,master,20,0,basic,70.85102134252513,0,small,1
58,bachelor,40,3,basic,52.91011821822749,0,medium,0
34,bachelor,12,2,basic,58.884104661379666,1,large,1
29,bachelor,16,2,advanced,58.58674561467834,0,small,1
49,master,30,0,intermediate,66.50338218740134,0,small,0
32,bachelor,16,4,intermediate,60.79941837274518,0,medium,0
33,master,14,3,advanced,69.03000268429295,1,medium,1
39,high_school,16,1,basic,71.46029379083409,0,medium,0
45,phd,24,3,basic,84.01502650570018,0,medium,1
37,master,18,0,advanced,73.23709688237233,0,medium,1
50,master,33,0,intermediate,54.47088772104114,0,small,0
27,high_school,8,3,basic,96.6665437160971,1,medium,1
57,high_school,40,0,advanced,54.56799148899866,0,small,0
49,high_school,30,0,intermediate,59.18611432510965,0,small,0
50,high_school,33,0,advanced,73.9624373051491,1,large,1
19,master,3,4,basic,100.0,1,large,1
50,primary,34,1,intermediate,71.02378177237576,1,small,0
50,primary,33,1,intermediate,55.37627191901116,0,small,0
58,high_school,37,0,intermediate,40.410103714153344,0,small,0
30,high_school,17,2,basic,39.412635749163854,1,medium,0
47,high_school,25,1,basic,65.16437281437645,0,medium,0
50,master,27,1,intermediate,73.17118654426613,1,large,1
30,bachelor,12,0,intermediate,43.70279994949168,0,small,0
43,primary,28,1,basic,68.32958302066389,0,medium,0
39,bachelor,18,2,intermediate,45.29641952629834,1,medium,1
56,bachelor,37,2,intermediate,51.13392745667733,0,large,0
19,high_school,4,2,intermediate,74.47622480923874,0,small,0
55,bachelor,40,2,intermediate,53.78560355346764,0,small,0
56,bachelor,39,2,intermediate,84.65122600110381,0,medium,1
43,bachelor,23,0,intermediate,56.23432906078841,0,medium,0
32,bachelor,19,2,basic,81.6416278252374,1,large,1
51,primary,29,2,basic,98.97822775666162,1,small,1
59,phd,37,2,intermediate,53.81477933044446,0,small,1
57,master,37,2,advanced,100.0,0,medium,1
28,master,5,2,basic,65.20229165791908,1,small,1
20,primary,0,2,intermediate,55.511490481212505,0,large,0
23,master,10,1,basic,60.55938338261033,0,medium,0
26,master,8,2,intermediate,58.94831952150869,0,small,1
23,master,5,1,basic,86.02685449828034,0,medium,0
26,primary,9,0,advanced,84.76756088705591,0,large,0
56,bachelor,37,1,intermediate,84.5895222743952,1,medium,1
48,phd,33,1,basic,45.50880637742978,0,medium,0
49,bachelor,27,0,intermediate,67.83954036208983,1,large,0
58,bachelor,36,1,basic,41.754585347678045,1,large,0
29,master,9,2,basic,80.16647799755452,0,small,1
25,bachelor,5,1,basic,57.74520039124297,1,small,0
25,bachelor,5,2,advanced,72.54617225859414,0,large,1
45,bachelor,22,0,basic,57.47212240119835,1,small,0
37,master,17,1,advanced,38.6622057788356,0,medium,1
24,primary,5,1,basic,78.27729867680834,1,large,0
28,bachelor,13,2,basic,79.4358671996353,1,medium,1
37,bachelor,16,3,advanced,67.09053683563796,0,medium,1
33,master,12,0,intermediate,33.328993318008415,0,large,0
21,bachelor,2,1,intermediate,76.255314668611,0,medium,0
23,master,9,0,intermediate,53.936178390906065,0,medium,0
39,master,21,3,basic,72.74864470448495,1,medium,1
43,primary,22,2,intermediate,57.64095801268772,0,small,0
20,bachelor,0,0,intermediate,59.18058252535596,1,medium,0
58,primary,40,2,basic,72.46426256992441,0,large,0
59,high_school,40,1,advanced,52.68642614106589,0,large,0
31,bachelor,8,4,intermediate,62.49973811158857,1,medium,1
28,master,6,0,basic,72.64398287474198,1,medium,1
35,master,14,2,intermediate,97.49673692474543,0,large,1
29,high_school,11,4,advanced,63.88296023008959,0,medium,0
40,primary,20,3,intermediate,77.59233972203364,0,large,0
29,bachelor,9,1,intermediate,47.42287778442524,0,large,0
30,bachelor,15,1,advanced,90.41949266509042,1,small,1
42,high_school,24,0,intermediate,52.879428617825454,0,small,0
36,master,14,0,intermediate,63.01712682525963,1,medium,1
53,master,36,1,basic,72.66823061167352,0,large,1
25,bachelor,4,1,intermediate,53.30128687045578,0,medium,0
46,master,31,0,intermediate,81.21362598721896,0,large,1
49,high_school,31,2,advanced,55.07288979113501,0,large,0
35,bachelor,19,1,basic,77.45935884741806,1,medium,1
23,bachelor,0,2,basic,81.01552960553832,1,medium,1
35,high_school,13,0,basic,73.67643334006623,0,small,0
36,master,18,0,intermediate,75.6264645176643,0,large,1
39,bachelor,18,0,basic,100.0,1,medium,1
54,bachelor,31,7,advanced,71.24816407492006,0,small,1
49,high_school,31,2,advanced,66.64758955618406,1,small,1
58,primary,39,3,intermediate,70.04349400588274,0,small,0
20,high_school,5,1,basic,84.06990077604388,0,small,0
45,bachelor,27,4,intermediate,99.93912928389548,0,medium,1
27,bachelor,8,1,advanced,62.50301382135378,1,medium,1
52,high_school,29,0,basic,51.314310119890315,1,medium,0
46,bachelor,23,1,intermediate,82.43824154855866,0,large,0
32,bachelor,19,1,intermediate,44.553677963371285,0,small,0
50,bachelor,27,4,advanced,68.86638167903678,1,large,1
24,bachelor,7,1,basic,69.56937648700828,0,large,0
29,master,11,0,basic,63.38994288204152,1,medium,1
47,bachelor,28,2,intermediate,64.27189734539454,0,small,0
38,bachelor,18,1,intermediate,40.212595910822074,1,medium,0
48,high_school,35,2,intermediate,51.97577939103004,0,large,0
41,high_school,28,1,basic,79.05636242160996,0,large,0
37,primary,21,0,intermediate,34.38096809101361,0,small,0
54,bachelor,40,1,intermediate,63.71008681395097,1,medium,0
21,high_school,5,0,intermediate,60.31151173912765,0,medium,0
45,high_school,26,2,advanced,35.113420181103294,1,small,1
37,master,17,0,advanced,90.38564673405533,0,small,1
41,high_school,19,0,intermediate,49.54597861699899,1,small,0
49,high_school,32,2,intermediate,73.23390069879896,1,small,1
58,high_school,39,0,intermediate,57.966535876504146,0,small,0
53,master,32,2,basic,52.32710331553019,1,medium,1
51,high_school,36,2,intermediate,61.460291518713696,1,medium,0
53,bachelor,38,1,basic,59.65468881177276,0,large,0
19,bachelor,6,1,basic,62.19899731024833,1,medium,0
32,bachelor,19,2,intermediate,53.19572323714591,1,small,1
51,bachelor,37,1,intermediate,49.79023135009691,0,small,0
53,master,40,1,intermediate,80.06684635969381,0,large,1
23,primary,7,1,intermediate,65.1040343328895,0,large,0
56,high_school,33,0,advanced,64.09529799582728,0,small,0
59,high_school,38,4,intermediate,51.62782909074729,0,small,0
29,high_school,7,0,intermediate,88.6159828569304,1,large,0
20,high_school,0,1,basic,63.688571359021736,0,medium,0
35,high_school,13,0,advanced,36.564362141829704,1,medium,0
57,bachelor,40,1,basic,69.13735471159994,0,medium,0
38,bachelor,22,1,advanced,53.53709246449372,0,large,0
32,high_school,9,0,advanced,78.66250943982314,0,small,0
50,bachelor,30,1,intermediate,80.576474366406,1,medium,1
52,high_school,33,2,advanced,78.8440065824584,1,small,1
43,high_school,29,1,intermediate,58.07889641714131,0,medium,0
25,bachelor,5,3,advanced,63.306524745814414,0,large,0
53,primary,37,0,intermediate,68.72908433070458,1,small,0
47,primary,25,1,intermediate,78.389919760059,0,large,0
40,bachelor,25,1,basic,49.43370217951245,1,large,0
59,master,37,1,intermediate,66.40138938710047,0,small,0
31,bachelor,9,2,advanced,93.0188440850232,1,medium,1
31,primary,9,2,advanced,56.969095952804025,1,medium,1
19,master,5,0,advanced,64.60893845633618,0,small,0
54,bachelor,38,2,basic,100.0,1,small,1
22,bachelor,1,0,intermediate,61.38145080543242,1,small,0
55,master,40,0,intermediate,41.9180891522597,0,large,0
58,bachelor,40,2,intermediate,64.13929057110104,1,large,1
31,high_school,17,1,intermediate,90.09394333187014,1,medium,0
56,bachelor,40,2,intermediate,80.85071899312199,0,medium,1
42,bachelor,25,1,intermediate,50.30463471198602,0,medium,0
37,bachelor,23,0,intermediate,71.23092070570118,0,large,0
19,bachelor,0,0,intermediate,62.36232723778366,0,medium,0
56,master,39,2,intermediate,77.18050592262463,0,small,1
23,master,10,2,basic,55.769038494193374,1,medium,1
34,master,18,0,advanced,72.41776554700098,1,medium,1
42,master,24,1,basic,93.65379235093909,1,large,1
45,master,27,1,intermediate,25.814504352286733,0,small,0
19,primary,0,3,basic,73.89338891357966,0,medium,0
52,high_school,33,2,intermediate,84.78600611120575,0,small,0
54,bachelor,40,0,advanced,41.65494526430669,1,large,1
22,master,0,2,basic,54.191047148405026,0,medium,0
18,bachelor,0,2,advanced,59.09444541227436,0,medium,0
57,bachelor,38,3,basic,54.0363477939679,1,large,1
29,high_school,12,2,basic,52.91279504866013,1,medium,0
53,high_school,33,1,advanced,59.37885621645829,1,small,0
40,bachelor,27,1,intermediate,77.77542264493177,0,large,0
48,high_school,30,1,basic,87.31478485280937,0,large,0
28,high_school,13,1,advanced,84.53981130681389,0,small,0
27,high_school,7,1,intermediate,79.90701260180609,1,large,0
20,high_school,7,1,basic,92.4817263968046,0,small,0
31,bachelor,13,2,advanced,95.4699146701662,1,medium,1
33,high_school,18,2,intermediate,67.49088675550874,0,small,0
27,bachelor,13,1,basic,86.46447883514568,1,large,1
46,primary,23,0,advanced,71.35878797782736,0,small,0
27,master,11,3,intermediate,61.75641434901857,0,large,1
29,high_school,6,2,intermediate,64.25346931444855,0,medium,0
47,bachelor,27,1,advanced,80.18776198748895,0,small,1
58,bachelor,37,3,advanced,86.9838674765094,0,medium,1
18,high_school,0,1,basic,73.70681547727644,0,large,0
22,master,5,2,advanced,59.05943172585063,0,medium,1
37,bachelor,22,3,intermediate,57.657816098947315,0,small,0
25,bachelor,10,1,intermediate,37.200732773211755,0,small,0
60,high_school,40,0,advanced,70.41401047915859,0,small,0
29,master,6,0,intermediate,69.39338890686393,0,small,0
18,master,4,0,intermediate,49.33043974237944,1,medium,0
37,high_school,14,0,intermediate,72.0965738082443,0,medium,0
45,high_school,30,3,intermediate,71.84500043699494,0,medium,0
60,master,40,1,basic,42.74431371296725,1,medium,1
54,bachelor,33,3,advanced,60.17384033376655,0,medium,1
54,master,39,0,advanced,86.13568577965769,0,large,1
29,bachelor,10,2,intermediate,55.502292139218,1,medium,1
54,bachelor,36,1,intermediate,65.26462523770478,0,large,0
45,high_school,22,1,basic,67.40685206545868,0,medium,0
32,high_school,9,0,advanced,64.6049570697197,1,small,0
23,bachelor,6,0,intermediate,75.33056073995594,1,large,1
37,phd,23,1,basic,79.02832555287499,0,large,1
31,high_school,15,2,advanced,83.96874036030727,0,medium,1
19,bachelor,6,1,advanced,60.29753107692444,0,medium,0
26,bachelor,10,1,intermediate,72.85799908393008,0,small,0
54,bachelor,37,1,basic,77.5974393092051,0,small,0
37,master,24,0,basic,63.22499852269807,0,large,0
